formTypeCd,reportInfoIdent,receivedDt,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameFirst,contributorNameShort,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorEmployer,contributorJobTitle,contributorPacFein,contributor_id
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038879,20101207.0,5000.0,,Y,N,ENTITY,Frac Tech Services,,,,,USA,76437,,,,45417
COH,580211,20130715.0,13805,COH,"Hinojosa, Juan J",100038880,20130618.0,500.0,,Y,N,ENTITY,Saenz Public Affairs,,,,,USA,78739,,,,116155
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038881,20100710.0,250.0,,Y,N,ENTITY,Friends Of Credit Unions Pac,,,,,USA,78727,,,,46210
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038882,20101109.0,1000.0,,Y,N,ENTITY,Fpl Pac,,,,,USA,33408,,,C00064774,45398
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038883,20101117.0,1000.0,,Y,N,ENTITY,Enpac Texas,,,,,USA,78701,,,,41472
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038884,20101208.0,1000.0,,Y,N,ENTITY,Focused Advocacy Political Action Committee,,,,,USA,78701,,,,44842
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038885,20101115.0,1000.0,,Y,N,ENTITY,Friends Of Baylor Med,,,,,USA,77010,,,,46130
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038886,20130830.0,10000.0,,Y,N,ENTITY,Trepac/Texas Association Of Realtors - Pac,,,,,USA,78768,,,,143662
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038887,20130927.0,7500.0,,Y,N,ENTITY,Texpac Texas Medical Association,,,,,USA,78701,,,,136923
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038888,20131212.0,2500.0,,Y,N,ENTITY,Texas Optometric Pac,,,,,USA,78701,,,,134422
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038889,20131202.0,2000.0,,Y,N,ENTITY,Marathon Oil Company(Mopac-Tx),,,,,USA,77056,,,,86256
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038890,20131217.0,1000.0,,Y,N,ENTITY,Lyondell Chemical Company Pac,,,,,USA,20004,,,C00306175,85195
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038891,20100921.0,1000.0,,Y,N,ENTITY,Zacopac,,,,,USA,78221,,,,154586
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038892,20131101.0,1000.0,,Y,N,ENTITY,Erben & Yarbrough,,,,,USA,78701,,,,41819
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038893,20100917.0,2000.0,,Y,N,ENTITY,Wells Fargo Bank Of Texas Pac,,,,,USA,78232,,,,150878
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038894,20131023.0,500.0,,Y,N,ENTITY,Loya Insurance Group Employee Pac,,,,,USA,78504,,,,84394
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038895,20101104.0,1000.0,,Y,N,ENTITY,Wells Fargo Bank Of Texas Pac,,,,,USA,78232,,,,150878
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038896,20131107.0,1000.0,,Y,N,ENTITY,Home-Pac Greater Houston Builders Association,,,,,USA,77064,,,,57714
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038897,20101119.0,1000.0,,Y,N,ENTITY,Webber Pac,,,,,USA,77039,,,,150528
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038898,20131220.0,1000.0,,Y,N,ENTITY,Gdf Suez Energy North America Inc. Pac,,,,,USA,77056,,,,48424
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038899,20100722.0,2000.0,,Y,N,ENTITY,Waste Management Pac,,,,,USA,20004,,,,150048
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038900,20131101.0,1000.0,,Y,N,ENTITY,Focused Advocacy Political Action Committee,,,,,USA,78701,,,,44842
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038901,20131107.0,1198.6,Houston-Coronado Club F/R,Y,N,ENTITY,Gardere Wynne Sewell,,,,,USA,78701,,,,47722
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038902,20131101.0,5000.0,,Y,N,ENTITY,Hca Texas Good Government Fund,,,,,USA,75039,,,,54976
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038903,20131220.0,5000.0,,Y,N,ENTITY,Gulf States Toyota Inc. State Pac,,,,,USA,77077,,,,52844
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038904,20130927.0,5000.0,,Y,N,ENTITY,Harden Healthcare Llc Federal Pac,,,,,USA,78703,,,,53954
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038905,20131107.0,1000.0,,Y,N,ENTITY,Locke Lord Llp,,,,,USA,75201,,,,83344
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038906,20131125.0,3000.0,,Y,N,ENTITY,Koch Industries Inc. Political Action Committee (Kochpac),,,,,USA,20005,,,C00236489,73943
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038907,20131101.0,1000.0,,Y,N,ENTITY,Homepac Of Texas (Tx. Assn Of Builders),,,,,USA,78701,,,,57787
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038908,20131101.0,1000.0,,Y,N,ENTITY,Hs Law Pac,,,,,USA,78701,,,,59286
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038909,20131217.0,2500.0,,Y,N,ENTITY,Linebarger Goggan Blair & Sampson Llp,,,,,USA,78760,,,,82293
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038910,20131230.0,1000.0,,Y,N,ENTITY,Laredo Fire-Pac,,,,,USA,78041,,,,75737
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038911,20131224.0,400.0,,Y,N,ENTITY,Law Office Of Carlos R. Galvan,,,,,USA,78539,,,,76773
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038912,20131101.0,1000.0,,Y,N,ENTITY,Pepsico Concerned Citizens Fund,,,,,USA,10577,,,C00039321,103690
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038913,20131220.0,2500.0,,Y,N,ENTITY,Nustar Pac,,,,,USA,78257,,,,99200
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038914,20131115.0,1000.0,,Y,N,ENTITY,Texas Mcdonald'S Operators Association Pac Inc.,,,,,USA,78701,,,,134009
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038915,20131220.0,2500.0,,Y,N,ENTITY,Oxy Pac/Occidental Petroleum Corp. Pac,,,,,USA,90024,,,C00083857,100776
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038916,20131220.0,1000.0,,Y,N,ENTITY,Suehs Consulting,,,,,USA,78703,,,,125437
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038917,20131220.0,1500.0,,Y,N,ENTITY,Oncor Pac,,,,,USA,75202,,,,100062
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038918,20131101.0,500.0,,Y,N,ENTITY,Sprint Nextel Political Action Committee,,,,,USA,78701,,,,123100
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038919,20131101.0,1500.0,,Y,N,ENTITY,Political Action Commitee Of Winstead Pc,,,,,USA,75270,,,,105803
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038920,20131101.0,1500.66,,Y,N,ENTITY,Phillips 66 Pac,,,,,USA,74005,,,C00513549,104634
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038921,20131107.0,500.0,,Y,N,ENTITY,Perdue Brandon Fielder Collins & Mott Llp,,,,,USA,79408,,,,103762
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038922,20130927.0,1000.0,,Y,N,ENTITY,Spectra Energy Pac,,,,,USA,77056,,,,122832
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038923,20131101.0,1500.0,,Y,N,ENTITY,Rndc Political Action Committee,,,,,USA,77040,,,,112463
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038924,20131209.0,1000.0,,Y,N,ENTITY,Raytheon Political Action Committee,,,,,USA,22209,,,C00097568,109290
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038925,20131107.0,1000.0,,Y,N,ENTITY,Schwartzpage & Harding Llp,,,,,USA,77056,,,,118098
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038926,20131217.0,1000.0,,Y,N,ENTITY,S&B Pac,,,,,USA,77207,,,,115915
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038927,20131101.0,500.0,,Y,N,ENTITY,Saenz Public Affairs,,,,,USA,78739,,,,116155
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038928,20130924.0,1000.0,,Y,N,ENTITY,Tex-Pipe Pac,,,,,USA,78701,,,,128769
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038929,20130924.0,1000.0,,Y,N,ENTITY,Targa Resources Corp Texas Pac,,,,,USA,77002,,,,127254
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038930,20131122.0,2000.0,,Y,N,ENTITY,Texas Building Branch - Agc Pac,,,,,USA,78701,,,,131231
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038931,20130924.0,2500.0,,Y,N,ENTITY,Texas Bail Pac,,,,,USA,75222,,,,130952
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038932,20131217.0,2500.0,,Y,N,ENTITY,Union Pacific Fund For Effective Govt.,,,,,USA,20005,,,00041213,146325
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038933,20131101.0,5000.0,,Y,N,ENTITY,Tx Friends Of Time Warner Cable Pac,,,,,USA,78701,,,,145271
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038934,20131107.0,1000.0,,Y,N,ENTITY,West Gulf Maratime Association Pac,,,,,USA,77029,,,,151149
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038935,20131101.0,5000.0,,Y,N,ENTITY,Wcs-Texas Solutions Pac,,,,,USA,75240,,,,150394
COH,599147,20140115.0,13805,COH,"Hinojosa, Juan J",100038936,20131101.0,1500.0,,Y,N,ENTITY,Wholesale Beer Distributors Of Texas Pac,,,,,USA,78701,,,,151803
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038971,20021014.0,1000.0,,Y,N,ENTITY,Texas State Association Of Fire Fighter,,,,,USA,78745,,,,135869
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038972,20021214.0,1000.0,,Y,N,ENTITY,Tscpa - Pac,,,,,USA,75240,,,,144365
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038973,20021214.0,250.0,,Y,N,ENTITY,Texas Faculty Association,,,,,USA,78701,,,,132717
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038974,20021010.0,5000.0,,Y,N,ENTITY,Texas Oil & Gas Pac,,,,,USA,78701-1823,,,,134341
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038975,20101007.0,2000.0,,Y,N,ENTITY,Tsa Pac,,,,,USA,78701,,,,144322
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038976,20021210.0,500.0,,Y,N,ENTITY,Texas Association For Interior Design Pac,,,,,USA,77024,,,,130396
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038977,20100928.0,1500.0,,Y,N,ENTITY,Superior Health Plan Inc. - Centene Corp. Pac,,,,,USA,78734,,,,125809
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038978,20021023.0,81.92,Fundraiser,Y,N,ENTITY,Texas Automobile Dealers Assoc. Pac,,,,,USA,78701,,,,130868
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038979,20100825.0,500.0,,Y,N,ENTITY,Sabine Pilot Service Inc. Pac,,,,,USA,77619,,,,116074
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038980,20020821.0,3000.0,,Y,N,ENTITY,Tex Den Pac,,,,,USA,78704,,,,128708
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038981,20100901.0,500.0,,Y,N,ENTITY,Texas Afl-Cio   State Cope Fund,,,,,USA,78701,,,,129370
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038982,20020821.0,2500.0,,Y,N,ENTITY,Trepac/Texas Association Of Realtors - Pac,,,,,USA,78767-1986,,,,143662
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038983,20101110.0,1000.0,,Y,N,ENTITY,S&B Pac,,,,,USA,77207,,,,115915
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100038984,20021023.0,81.92,Fundraiser,Y,N,ENTITY,Texpac Texas Medical Association,,,,,USA,78701,,,,136923
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038985,20101110.0,500.0,,Y,N,ENTITY,Ml Rhodes Ltd,,,,,USA,78572,,,,93304
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038987,20101007.0,2500.0,,Y,N,ENTITY,Ryan & Company - Texas Pac,,,,,USA,75240,,,,115732
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038989,20101011.0,1000.0,,Y,N,ENTITY,Merck Employee Pac,,,,,USA,20004,,,,90950
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038991,20101018.0,1000.0,,Y,N,ENTITY,Medss,,,,,USA,78537,,,,90438
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038993,20101008.0,500.0,,Y,N,ENTITY,Lyondell Chemical Company Pac,,,,,USA,20004,,,C00306175,85195
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038994,20101209.0,2500.0,,Y,N,ENTITY,Maxxam Inc. - Pac,,,,,USA,77056,,,,88848
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038996,20101013.0,500.0,,Y,N,ENTITY,Nationwide Texas Political Participation Fund,,,,,USA,43215,,,,97192
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038998,20101209.0,2000.0,,Y,N,ENTITY,Rural Friends Of Electric Cooperatives,,,,,USA,78701,,,,115439
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100038999,20101018.0,1000.0,,Y,N,ENTITY,Rios Engineering Llc,,,,,USA,78752,,,,112232
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039001,20100729.0,500.0,,Y,N,ENTITY,Motpac,,,,,USA,20004,,,C00075341,94214
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039002,20101110.0,250.0,,Y,N,ENTITY,Ricardo A Perez And Associates,,,,,USA,78574,,,,111254
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039004,20101018.0,1000.0,,Y,N,ENTITY,Perdue Brandon Fielder Collins & Mott Llp,,,,,USA,79408,,,,103762
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039005,20100902.0,1000.0,,Y,N,ENTITY,Pac For Employees Of The Dow Chemical Company (Pace),,,,,USA,48674,,,C00074096,100965
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039007,20100914.0,500.0,,Y,N,ENTITY,Oneok Employees Pac,,,,,USA,74102,,,C00215384,100208
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039009,20101012.0,309.9,Reception held on 10/12/2010,Y,N,ENTITY,Rgv Business Pac,,,,,USA,78502,,,,111131
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039011,20101116.0,3000.0,,Y,N,ENTITY,Qpac,,,,,USA,76102,,,,107603
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039013,20100830.0,5000.0,,Y,N,ENTITY,Psel Pac,,,,,USA,76102,,,,107353
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039015,20100922.0,5000.0,,Y,N,ENTITY,Psel Pac,,,,,USA,76102,,,,107353
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039016,20101130.0,2000.0,,Y,N,ENTITY,Popp Gray & Hutcheson Llp,,,,,USA,78746,,,,106096
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039018,20100819.0,1000.0,,Y,N,ENTITY,Pinnacle Consultants L.P.,,,,,USA,75240,,,,105014
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039020,20101129.0,1000.0,,Y,N,ENTITY,Petrohawk Energy Corporation Pac,,,,,USA,77002,,,,104173
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039022,20101112.0,1750.0,,Y,N,ENTITY,Political Action Commitee Of Winstead Pc,,,,,USA,75270,,,,105803
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039024,20100917.0,500.0,,Y,N,ENTITY,Pnm Responsible Citizens Group,,,,,USA,87158,,,850019030,105666
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039026,20101123.0,1000.0,,Y,N,ENTITY,Stan Schlueter Consulting,,,,,USA,78768,,,,123430
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039028,20100921.0,2500.0,,Y,N,ENTITY,Seiu Cope,,,,,USA,20036,,,C00004036,118792
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039030,20101006.0,1000.0,,Y,N,ENTITY,Southwest Airlines Co Freedom Fund,,,,,USA,75235,,,,122391
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039031,20100907.0,500.0,,Y,N,ENTITY,Southwest Tow Operators Pac,,,,,USA,75234,,,,122571
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039032,20100922.0,1000.0,,Y,N,ENTITY,Spectra Energy Pac,,,,,USA,77056,,,,122832
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039034,20021014.0,1000.0,,Y,N,ENTITY,Texas Automobile Dealers Assoc. Pac,,,,,USA,78701,,,,130868
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039035,20101018.0,2500.0,,Y,N,ENTITY,Tba Bank Pac,,,,,USA,78701,,,,127572
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039036,20021210.0,5000.0,,Y,N,ENTITY,Texans For Lawsuit Reform Pac,,,,,USA,77055,,,,129049
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039037,20100813.0,1000.0,,Y,N,ENTITY,Takeda Pharmaceutical America Inc. Pac,,,,,USA,20001,,,C00441733,126870
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039038,20020924.0,300.0,,Y,N,ENTITY,Tnla-Pac,,,,,USA,78745,,,,142192
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039039,20101130.0,500.0,,Y,N,ENTITY,Tex-Pipe Pac,,,,,USA,78701,,,,128769
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039040,20021214.0,2000.0,,Y,N,ENTITY,Alabama-Coushatta Tribe Of Texas,,,,,USA,77351,,,,3451
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039041,20101201.0,1000.0,,Y,N,ENTITY,Tenaska Employees Texas Pac,,,,,USA,68154,,,,128237
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039042,20101206.0,7500.0,,Y,N,ENTITY,Texans For Economic Development Pac,,,,,USA,78701,,,,128916
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039043,20021014.0,500.0,,Y,N,ENTITY,At&T Pac,,,,,USA,78701,,,,9371
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039044,20021014.0,500.0,,Y,N,ENTITY,Bettie Naylor & Assoc.,,,,,USA,78701,,,,13513
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039045,20021214.0,500.0,,Y,N,ENTITY,Beer Alliance Of Texas Pac,,,,,USA,78701,,,,12506
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039046,20021214.0,5000.0,,Y,N,ENTITY,Baron & Budd P.C.,,,,,USA,75219,,,,11399
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039047,20021108.0,500.0,,Y,N,ENTITY,Baker & Botts Llp Austin Operating Account,,,,,USA,78701,,,,10614
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039048,20020924.0,1000.0,,Y,N,ENTITY,Bmcpac,,,,,USA,78701,,,,15203
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039049,20020705.0,1000.0,,Y,N,ENTITY,Aransas-Corpus Christi Pilots,,,,,USA,78403,,,,7931
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039050,20021108.0,500.0,,Y,N,ENTITY,Texpac Texas Medical Association,,,,,USA,78701,,,,136923
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039051,20021213.0,500.0,,Y,N,ENTITY,Tfsa Pac - Texas Financial Service Assoc.,,,,,USA,78701,,,,137039
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039052,20020905.0,390.78,Fundraiser,Y,N,ENTITY,Trepac/Texas Association Of Realtors - Pac,,,,,USA,78767-1986,,,,143662
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039053,20021014.0,1500.0,,Y,N,ENTITY,Texas & Southwestern Cattle Raisers Assoc.,,,,,USA,76102-2665,,,,129242
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039054,20021115.0,1000.0,,Y,N,ENTITY,Texas Greyhound Association Pac,,,,,USA,76655,,,,133269
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039055,20021010.0,1000.0,,Y,N,ENTITY,Anadarko Petroleum Corp. Pac,,,,,USA,77251-1330,,,,6386
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039056,20021213.0,1000.0,,Y,N,ENTITY,Akin Gump Strauss Hauer & Feld - Civil Action Committee,,,,,USA,78701,,,,3194
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039057,20021214.0,5000.0,,Y,N,ENTITY,Day Surgery @ Renaissance Llp,,,,,USA,78502,,,,34029
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039058,20021213.0,1000.0,,Y,N,ENTITY,Committee For Responsible Government Of Temple-Inland,,,,,USA,75941,,,,27995
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039059,20021010.0,500.0,,Y,N,ENTITY,Burlington Resources Pac,,,,,USA,77056-2124,,,,18846
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039060,20021014.0,250.0,,Y,N,ENTITY,Brickerstaff Heath Smiley Pollan Kever & Mcdaniel Llp,,,,,USA,78701-2433,,,,17375
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039061,20021014.0,500.0,,Y,N,ENTITY,Bracewell & Patterson Committee,,,,,USA,77002,,,,16353
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039062,20021214.0,500.0,,Y,N,ENTITY,Dr. Juan Campos,,,,,USA,78501,,,,37973
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039063,20021214.0,500.0,,Y,N,ENTITY,Dr. Fred Perez,,,,,USA,78540,,,,37945
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039064,20021213.0,500.0,,Y,N,ENTITY,Devon Energy Corp. Pac,,,,,USA,73102-8260,,,,35664
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039065,20021214.0,5000.0,,Y,N,ENTITY,Frank L. Branson P.C.,,,,,USA,75205-4185,,,,45595
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039066,20020725.0,1000.0,,Y,N,ENTITY,El Paso Corporation Pac,,,,,USA,20004,,,,39950
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039067,20021014.0,250.0,,Y,N,ENTITY,Empact,,,,,USA,78701,,,,41110
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039068,20021014.0,1000.0,,Y,N,ENTITY,Duke Energy Corporation Pac,,,,,USA,28202,,,,38423
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039069,20021014.0,1000.0,,Y,N,ENTITY,Perdue Brandon Fielder Collins & Mott Llp,,,,,USA,77008,,,,103762
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039070,20021014.0,1000.0,,Y,N,ENTITY,Hillco - Pac,,,,,USA,78701,,,,56636
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039071,20021214.0,500.0,,Y,N,ENTITY,Guerra & Moore Llp,,,,,USA,78504,,,,52658
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039072,20021115.0,1000.0,,Y,N,ENTITY,Grande Communications Networks Inc. Pac,,,,,USA,78666,,,,51142
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039073,20021014.0,1000.0,,Y,N,ENTITY,Indepac,,,,,USA,78680-0127,,,,60665
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039074,20020905.0,2500.0,,Y,N,ENTITY,Ibat - Independant Bankers Assoc. Of Texas,,,,,USA,78701,,,,60200
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039075,20021014.0,500.0,,Y,N,ENTITY,Kemp Smith Partners,,,,,USA,79999,,,,72006
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039076,20021213.0,5000.0,,Y,N,ENTITY,Mci World Com Texpac,,,,,USA,78701-3232,,,,89769
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039077,20021214.0,2500.0,,Y,N,ENTITY,Law Office Or Armando Puente,,,,,USA,78504,,,,78911
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039078,20021205.0,1000.0,,Y,N,ENTITY,Pharmpac,,,,,USA,78752,,,,104350
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039079,20021108.0,125.0,,Y,N,ENTITY,Nasw - Texas Pac,,,,,USA,78701,,,,96680
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039080,20021014.0,1000.0,,Y,N,ENTITY,Pac - Independant Ins. Agents Of Texas,,,,,USA,78768,,,,100923
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039081,20021101.0,1000.0,,Y,N,ENTITY,Phillip Morris Usa Pac,,,,,USA,78701,,,,104580
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039082,20021213.0,10000.0,,Y,N,ENTITY,Perry & Haas,,,,,USA,78403,,,,103938
COH,478732,20110118.0,13805,COH,"Hinojosa, Juan J",100039083,20101129.0,500.0,,Y,N,ENTITY,Locke Lord Bissell & Liddell,,,,,USA,77002,,,,83318
COH,458010,20100715.0,13805,COH,"Hinojosa, Juan J",100039084,20100504.0,2500.0,,Y,N,ENTITY,Atlas & Hall,,,,,USA,78502-3725,,,,9484
COH,458010,20100715.0,13805,COH,"Hinojosa, Juan J",100039085,20100211.0,1000.0,,Y,N,ENTITY,Baker Botts Amicus Fund,,,,,USA,78701-4082,,,,10651
COH,212672,20030114.0,13805,COH,"Hinojosa, Juan J.",100039086,20021014.0,1000.0,,Y,N,ENTITY,Rural Friends For Electric Cooperatives,,,,,USA,78711,,,,115418
COH,458010,20100715.0,13805,COH,"Hinojosa, Juan J",100039087,20100216.0,1000.0,,Y,N,ENTITY,Aep Company Texas Committee For Responsible Govt.,,,,,USA,78701-1677,,,,2390
