district,filer_id,first_name,id,last_name,middle_name,offices,party,photo_url,sources
147,19980,Garnet F.,TXL000235,Coleman,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.10\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0524', 'fax': '512-463-1260'}, {'type': 'district', 'email': None, 'address': '5445 Almeda, Suite 501\nHouston, TX 77004', 'name': 'District Office', 'phone': '713-520-5355', 'fax': '713-520-1860'}]",Democratic,http://www.house.state.tx.us/photos/members/2435.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=147'}]
,32587,Jim,TXL000311,McReynolds,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3845.jpg,"[{'retrieved': '2010-12-03 19:03:52', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3845'}]"
,54908,Veronica,TXL000266,Gonzales,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0578', 'fax': None}, {'type': 'district', 'email': None, 'address': '4900 North 10th Street,, Suite C-2\nMcAllen, TX 78504', 'name': 'District address', 'phone': '(956) 686-5501', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2910.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2910'}]
,36263,John,TXL000243,Davis,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0734', 'fax': None}, {'type': 'district', 'email': None, 'address': '1350 NASA Parkway,, Suite 212\nHouston, TX 77058', 'name': 'District address', 'phone': '281-333-1350', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2620.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2620'}]
,41446,Chuck,TXL000282,Hopson,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0592', 'fax': None}, {'type': 'district', 'email': None, 'address': '214 South Main\nJacksonville, TX 75766', 'name': 'District address', 'phone': '(903) 541-2250', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3330.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3330'}]
,37500,Vicki,TXL000353,Truitt,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0690', 'fax': None}, {'type': 'district', 'email': None, 'address': '1256 Main Street, Suite 248\nSouthlake, TX 76092', 'name': 'District address', 'phone': '(817) 488-4098', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4650.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4650'}]
89,51273,Jodie,TXL000299,Laubenberg,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.7\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0186', 'fax': '512-463-5896'}, {'type': 'district', 'email': None, 'address': '206 N. Murphy Road\nMurphy, Texas 75094', 'name': 'District Office', 'phone': '972-424-6810', 'fax': None}]",Republican,http://www.house.state.tx.us/photos/members/3540.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=89'}]
141,20791,Senfronia,TXL000352,Thompson,,"[{'type': 'capitol', 'email': None, 'address': 'Room 3S.6\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0720', 'fax': '512-463-6306'}, {'type': 'district', 'email': None, 'address': '10527 Homestead Road\nHouston, TX 77016', 'name': 'District Office', 'phone': '713-633-3390', 'fax': '713-633-7830'}]",Democratic,http://www.house.state.tx.us/photos/members/4630.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=141'}]
13,19940,Rodney,TXL000188,Ellis,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 12068\nCapitol Station\nAustin, Texas 78711', 'name': 'Capitol Office', 'phone': '512-463-0113', 'fax': None}, {'type': 'district', 'email': None, 'address': '440 Louisiana, Suite 575\nHouston, Texas 77002', 'name': 'District Office', 'phone': '713-236-0306', 'fax': None}, {'type': 'district', 'email': None, 'address': '2440 Texas Parkway, Suite 110\nMissouri City, Texas 77489', 'name': 'District Office', 'phone': '281-261-2360', 'fax': None}, {'type': 'district', 'email': None, 'address': '6100 Corporate Drive, Suite 288\nHouston, TX  77036', 'name': 'District Office', 'phone': '713-776-2228', 'fax': None}]",Democratic,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1185.jpg,[{'url': 'http://www.senate.state.tx.us/75r/Senate/members/dist13/dist13.htm'}]
15,19581,John,TXL000211,Whitmire,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 12068\nCapitol Station\nAustin, Texas 78711', 'name': 'Capitol Office', 'phone': '512-463-0115', 'fax': None}, {'type': 'district', 'email': None, 'address': '803 Yale Street\nHouston, Texas 77007', 'name': 'District Office', 'phone': '713-864-8701', 'fax': None}]",Democratic,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/Senate/small/A1650.jpg,[{'url': 'http://www.senate.state.tx.us/75r/Senate/members/dist15/dist15.htm'}]
,26658,Mike,TXL000358,Villarreal,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0532', 'fax': None}, {'type': 'district', 'email': None, 'address': '922 S. Alamo Street, Suite 1\nSan Antonio, TX 78205', 'name': 'District address', 'phone': '210-734-8937', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4800.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4800'}]
37,20747,René O.,TXL000320,Oliveira,,"[{'type': 'capitol', 'email': None, 'address': 'Room 3N.6\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0640', 'fax': '512-463-8186'}, {'type': 'district', 'email': None, 'address': '855 West Price Road\nSuite #22\nBrownsville, TX 78520', 'name': 'District Office', 'phone': '956-542-1828', 'fax': '956-542-1618'}]",Democratic,http://www.house.state.tx.us/photos/members/3880.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=37'}]
,51665,Linda,TXL000274,Harper-Brown,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0641', 'fax': None}, {'type': 'district', 'email': None, 'address': '100 Decker Court, Ste. 110\nIrving, TX 75062', 'name': 'District address', 'phone': '972-717-2871', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3165.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3165'}]
,20036,Frank,TXL000237,Corte,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2595.jpg,"[{'retrieved': '2010-12-03 19:01:26', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2595'}]"
111,19811,Yvonne,TXL000244,Davis,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.9\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0598', 'fax': '512-463-2297'}, {'type': 'district', 'email': None, 'address': '5787 S. Hampton Rd., Suite 447\nDallas, TX 75232', 'name': 'District Office', 'phone': '214-941-3895', 'fax': '214-941-6859'}]",Democratic,http://www.house.state.tx.us/photos/members/2625.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=111'}]
145,24376,Carol,TXL000216,Alvarado,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.808\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0732', 'fax': '512-463-4781'}, {'type': 'district', 'email': None, 'address': '2900 Woodridge Dr., Suite 305\nHouston, TX 77087', 'name': 'District Office', 'phone': '713-649-6563', 'fax': '713-649-6454'}]",Democratic,http://www.house.state.tx.us/photos/members/2135.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=145'}]
48,42130,Donna,TXL000283,Howard,,"[{'type': 'capitol', 'email': None, 'address': 'Room E1.420\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0631', 'fax': '512-463-0901'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District Office', 'phone': '512-463-0631', 'fax': '512-463-0901'}]",Democratic,http://www.house.state.tx.us/photos/members/3310.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=48'}]
,41903,William,TXL000229,Callegari,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0528', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'District address', 'phone': '512-463-0592', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2295.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2295'}]
,41240,David,TXL000301,Leibowitz,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3560.jpg,"[{'retrieved': '2010-12-03 19:03:32', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3560'}]"
,26786,Burt,TXL000345,Solomons,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0478', 'fax': None}, {'type': 'district', 'email': None, 'address': '1029 W. Rosemeade Pkwy.,, Suite #108\nCarrollton, TX 75007', 'name': 'District address', 'phone': '(972) 394-3904', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4505.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4505'}]
,51352,Joaquin,TXL000230,Castro,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0669', 'fax': None}, {'type': 'district', 'email': None, 'address': '6100 Bandera Road, Suite 130\nSan Antonio, TX 78238', 'name': 'District address', 'phone': '(210) 684-6896', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2495.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2495'}]
,20094,Will,TXL000275,Hartnett,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0576', 'fax': None}, {'type': 'district', 'email': None, 'address': '10210 North Central Expressway, Suite 230\nDallas, TX 75231', 'name': 'District address', 'phone': '(214) 891-1776', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3170.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3170'}]
103,54808,Rafael,TXL000217,Anchia,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.6\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0746', 'fax': None}, {'type': 'district', 'email': None, 'address': '1111 West Mockingbird Lane\nSuite 1010\nDallas, TX 75247', 'name': 'District Office', 'phone': '214-943-6081', 'fax': '214-920-9996'}]",Democratic,http://www.house.state.tx.us/photos/members/2150.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=103'}]
,40639,Jim,TXL000288,Jackson,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0468', 'fax': None}, {'type': 'district', 'email': None, 'address': '1120 Metrocrest Drive, #107\nCarrollton, TX 75006', 'name': 'District address', 'phone': '(972) 416-7698', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3350.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3350'}]
79,52655,Joe C.,TXL000331,Pickett,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1W.5\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0596', 'fax': '512-463-6504'}, {'type': 'district', 'email': None, 'address': '1790 Lee Trevino #307\nEl Paso, TX 79936', 'name': 'District Office', 'phone': '915-590-4349', 'fax': '915-590-4726'}]",Democratic,http://www.house.state.tx.us/photos/members/4180.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=79'}]
2,32881,Dan,TXL000260,Flynn,,"[{'type': 'capitol', 'email': None, 'address': 'Room GN.7\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0880', 'fax': '512-463-2188'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 999\nCanton, TX 75103', 'name': 'District Office', 'phone': '903-567-0921', 'fax': '903-567-0923'}]",Republican,http://www.house.state.tx.us/photos/members/2850.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=2'}]
,62321,Ralph,TXL000340,Sheffield,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0630', 'fax': None}, {'type': 'district', 'email': None, 'address': '3000 S. 31st Street, Ste. 302\nTemple, TX 76502', 'name': 'District address', 'phone': '254-774-9888', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4430.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4430'}]
,32415,Todd,TXL000343,Smith,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0522', 'fax': None}, {'type': 'district', 'email': None, 'address': '1608 Airport Freeway, Ste. 100\nBedford, TX 76022', 'name': 'District address', 'phone': '(817) 283-3131', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4525.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4525'}]
62,63130,Larry,TXL000329,Phillips,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.5\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0297', 'fax': '512-463-1561'}, {'type': 'district', 'email': None, 'address': '421 North Crockett\nSherman, TX 75090', 'name': 'District Office', 'phone': '903-891-7297', 'fax': '903-870-0066'}]",Republican,http://www.house.state.tx.us/photos/members/4160.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=62'}]
31,51797,Ryan,TXL000268,Guillen,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4S.3\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0416', 'fax': '512-463-1012'}, {'type': 'district', 'email': None, 'address': '100 N. FM 3167, Suite 212\nRio Grande City, TX 78582', 'name': 'District Office', 'phone': '956-716-4838', 'fax': '956-716-8219'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 689\n131 West Main St.\nBenavides, TX 78341', 'name': 'District Office', 'phone': '361-256-3970', 'fax': None}, {'type': 'district', 'email': None, 'address': '1411 Bensdale Rd, Room 108\nPleasanton, TX 78064', 'name': 'District Office', 'phone': '830-569-4222', 'fax': None}, {'type': 'district', 'email': None, 'address': '700 FM 3168\nRaymondville, TX 78580', 'name': 'District Office', 'phone': '956-689-1860', 'fax': '956-689-1864'}]",Democratic,http://www.house.state.tx.us/photos/members/3045.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=31'}]
5,51630,Bryan,TXL000285,Hughes,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4S.5\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0271', 'fax': '512-463-1515'}, {'type': 'district', 'email': None, 'address': '701 N. Pacific Ave.\nPO Box 450\nMineola, Texas 75773', 'name': 'District Office', 'phone': '903-569-8880', 'fax': '903-569-8889'}]",Republican,http://www.house.state.tx.us/photos/members/3340.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=5'}]
,62839,Carol,TXL000292,Kent,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3420.jpg,"[{'retrieved': '2010-12-03 19:03:14', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3420'}]"
150,51296,Debbie,TXL000335,Riddle,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.7\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0572', 'fax': '512-463-1908'}, {'type': 'district', 'email': None, 'address': '17207 Kuykendahl, Suite 108\nSpring, TX 77379', 'name': 'District Office', 'phone': '281-257-4222', 'fax': '281-257-4224'}]",Republican,http://www.house.state.tx.us/photos/members/4220.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=150'}]
,19917,Al,TXL000250,Edwards,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2770.jpg,"[{'retrieved': '2010-12-03 19:01:52', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2770'}]"
77,67618,Marisa,TXL000307,Márquez,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.822\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0638', 'fax': '512-463-8908'}, {'type': 'district', 'email': None, 'address': '310 N. Mesa St., Ste. 906\nEl Paso, TX', 'name': 'District Office', 'phone': '915-532-2755', 'fax': None}]",Democratic,http://www.house.state.tx.us/photos/members/3750.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=77'}]
,41950,Kino,TXL000259,Flores,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2840.jpg,"[{'retrieved': '2010-12-03 19:02:10', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2840'}]"
,51755,Mike,TXL000270,Hamilton,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0412', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 119\nMauriceville, TX 77626', 'name': 'District address', 'phone': '(409) 745-3644', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3050.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3050'}]
,58217,Kristi,TXL000351,Thibaut,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4625.jpg,"[{'retrieved': '2010-12-03 19:05:13', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4625'}]"
46,25843,Dawnna,TXL000247,Dukes,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1W.2\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0506', 'fax': '512-463-7864'}, {'type': 'district', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78701', 'name': 'District Office', 'phone': '512-463-0506', 'fax': None}]",Democratic,http://www.house.state.tx.us/photos/members/2665.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=46'}]
,51155,Dan,TXL000263,Gattis,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2960.jpg,"[{'retrieved': '2010-12-03 19:02:18', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2960'}]"
,61902,Diana,TXL000305,Maldonado,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3720.jpg,"[{'retrieved': '2010-12-03 19:03:40', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3720'}]"
,37009,Fred,TXL000226,Brown,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2270.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2270'}]
,20298,Jerry,TXL000304,Madden,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0544', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P. O. Box 940844\nPlano, TX 75094', 'name': 'District address', 'phone': '(972) 424-2235', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3715.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3715'}]
60,32876,"James L. ""Jim""",TXL000291,Keffer,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1W.11\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0656', 'fax': None}, {'type': 'district', 'email': None, 'address': '1110 E. HWY 377 #105\nGranbury, TX 76048', 'name': 'District Office', 'phone': '800-586-4515', 'fax': None}]",Republican,http://www.house.state.tx.us/photos/members/3480.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=60'}]
,58397,Joe,TXL000276,Heflin,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3175.jpg,"[{'retrieved': '2010-12-03 19:02:44', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3175'}]"
,32066,Norma,TXL000231,Chavez,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2585.jpg,"[{'retrieved': '2010-12-03 19:01:14', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2585'}]"
,58275,Allen,TXL000356,Vaught,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4780.jpg,"[{'retrieved': '2010-12-03 19:05:23', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4780'}]"
149,54795,Hubert,TXL000359,Vo,,"[{'type': 'capitol', 'email': None, 'address': 'Room 4N.8\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0568', 'fax': '512-463-0548'}, {'type': 'district', 'email': None, 'address': '7474 South Kirkwood #106\nHouston, TX 77072', 'name': 'District Office', 'phone': '281-988-0212', 'fax': '281-498-6905'}]",Democratic,http://www.house.state.tx.us/photos/members/4900.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=149'}]
,57708,Paula,TXL000332,Pierson,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4175.jpg,"[{'retrieved': '2010-12-03 19:04:33', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4175'}]"
126,37927,Patricia,TXL000273,Harless,,"[{'type': 'capitol', 'email': None, 'address': 'Room E2.408\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0496', 'fax': '512-463-1507'}, {'type': 'district', 'email': None, 'address': '6630 Cypresswood, #275\nSpring, Texas  77379', 'name': 'District Office', 'phone': '281-376-4114', 'fax': '281-826-0101'}]",Republican,http://www.house.state.tx.us/photos/members/3150.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=126'}]
,54840,Stephen,TXL000261,Frost,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A2860.jpg,"[{'retrieved': '2010-12-03 19:02:14', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A2860'}]"
,58133,Mark,TXL000341,Shelton,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0608', 'fax': None}, {'type': 'district', 'email': None, 'address': '1050 Forest Park Blvd.,, Suite 200\nFort Worth, TX 76110', 'name': 'District address', 'phone': '(817) 927-0061', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4450.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4450'}]
54,57872,Jimmie Don,TXL000219,Aycock,,"[{'type': 'capitol', 'email': None, 'address': 'Room GW.18\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0684', 'fax': '512-463-8987'}, {'type': 'district', 'email': None, 'address': '2916 Illinois Ave\nKilleen, TX 76543', 'name': 'District Office', 'phone': None, 'fax': None}]",Republican,http://www.house.state.tx.us/photos/members/2145.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=54'}]
109,20108,Helen,TXL000265,Giddings,,"[{'type': 'capitol', 'email': None, 'address': 'Room GW.11\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0953', 'fax': '512-463-5887'}, {'type': 'district', 'email': None, 'address': '1510 North Hampton Road, #340\nDeSoto, TX 75115', 'name': 'District Office', 'phone': '972-224-6795', 'fax': '972-228-6796'}]",Democratic,http://www.house.state.tx.us/photos/members/2935.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=109'}]
,42143,Sid,TXL000316,Miller,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '(512) 463-0628', 'fax': None}, {'type': 'district', 'email': None, 'address': '6407 South US Hwy. 377\nStephenville, TX 76401', 'name': 'District address', 'phone': '(254) 968-3535', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A3835.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A3835'}]
104,19681,Roberto R.,TXL000215,Alonzo,,"[{'type': 'capitol', 'email': None, 'address': 'Room 1N.12\nP.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol Office', 'phone': '512-463-0408', 'fax': '512-463-1817'}, {'type': 'district', 'email': None, 'address': '312 W. 12th Street, Suite A\nDallas, Texas  75208', 'name': 'District Office', 'phone': '214-942-7104', 'fax': '214-942-8104'}]",Democratic,http://www.house.state.tx.us/photos/members/2125.jpg,[{'url': 'http://www.house.state.tx.us/members/member-page/?district=104'}]
,51263,Patrick,TXL000339,Rose,,[],,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4350.jpg,"[{'retrieved': '2010-12-03 19:04:49', 'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4350'}]"
,37743,Allan,TXL000337,Ritter,,"[{'type': 'capitol', 'email': None, 'address': 'P.O. Box 2910\nAustin, TX 78768', 'name': 'Capitol address', 'phone': '512-463-0706', 'fax': None}, {'type': 'district', 'email': None, 'address': 'P.O. Box 1265\nNederland, TX 77627', 'name': 'District address', 'phone': '409-729-3228', 'fax': None}]",,http://www.legdir.legis.state.tx.us/FlashCardDocs/images/House/small/A4250.jpg,[{'url': 'http://www.legdir.legis.state.tx.us/MemberInfo.aspx?Chamber=H&Code=A4250'}]
